episode,t,finger,label,conf,dur,bg_votes,flagged
32,15.0197046,f1,background,,,7.0,True
32,1.815319,f1,background,,,7.0,True
33,4.55513344,f1,contact_onset,high,,0.0,False
33,4.654982656,f0,contact_onset,high,,0.0,False
33,4.867689216,f1,grasp_stable,medium,,0.0,False
33,4.952011776,f0,grasp_stable,medium,,0.0,False
33,5.41362432,f0,slip,medium,0.11,0.0,False
33,5.854244864,f0,slip,medium,0.34,1.0,False
33,7.119865344,f0,slip,medium,0.32,3.0,False
33,7.813037568,f1,place,medium,0.3,0.0,False
33,8.10971136,f1,drop,low,,0.0,False
33,8.168459264,f0,slip,high,0.19,1.0,False
33,8.747973632,f0,place,medium,0.37,3.0,False
33,9.122309888,f0,release,high,,0.0,False
33,2.635981534,f0,background,,,7.0,True
33,10.951149134,f0,background,,,7.0,True
33,6.549534434,f1,background,,,4.0,True
33,3.841716434,f1,background,,,7.0,True
33,8.10971136,f1,finger_unload,high,,0.0,False
33,8.968711168,f1,phantom,low,,3.0,False
33,10.23584896,f1,phantom,low,,4.0,True
34,3.775287552,f0,contact_onset,high,,0.0,False
34,4.204025088,f0,grasp_stable,medium,,0.0,False
34,4.853927424,f1,contact_onset,high,,0.0,False
34,5.08511616,f0,slip,medium,0.11,0.0,False
34,5.37101952,f1,slip,medium,0.2,0.0,False
34,5.381924096,f1,grasp_stable,medium,,0.0,False
34,5.833272064,f1,slip,medium,0.11,1.0,False
34,6.482675968,f1,slip,medium,0.16,2.0,False
34,6.846184448,f1,slip,medium,0.39,0.0,False
34,7.451279872,f1,place,high,0.1,0.0,False
34,7.484475136,f0,release,high,,0.0,False
34,7.5509056,f1,release,high,,0.0,False
34,9.722932567,f0,background,,,7.0,True
34,9.228554667,f0,background,,,7.0,True
34,1.479997267,f1,background,,,7.0,True
34,3.494242767,f1,background,,,7.0,True
35,3.936743936,f1,contact_onset,high,,0.0,False
35,4.235442432,f1,grasp_stable,medium,,0.0,False
35,4.54152576,f1,drop,low,,0.0,False
35,4.905651968,f1,contact_onset,medium,,0.0,False
35,4.937726464,f0,contact_onset,medium,,1.0,False
35,5.114264576,f1,slip,medium,0.21,0.0,False
35,5.256772864,f0,slip,medium,0.22,2.0,False
35,5.421886464,f1,grasp_stable,medium,,0.0,False
35,5.609579264,f1,slip,medium,0.24,0.0,False
35,5.950486528,f1,slip,medium,0.17,0.0,False
35,6.08282624,f0,slip,medium,0.16,2.0,False
35,6.203352064,f1,slip,medium,0.18,2.0,False
35,6.709472512,f1,slip,medium,0.52,0.0,False
35,7.205075968,f0,slip,medium,0.15,1.0,False
35,7.809317632,f1,slip,medium,0.21,0.0,False
35,8.27172352,f1,slip,medium,0.57,0.0,False
35,8.789158656,f0,slip,medium,0.25,1.0,False
35,8.910833152,f1,place,high,0.65,0.0,False
35,8.921757184,f0,place,high,0.1,3.0,False
35,9.020988928,f0,release,high,,6.0,True
35,9.030736896,f1,slip,high,0.15,0.0,False
35,9.559443968,f1,release,medium,,6.0,True
35,11.7402511,f0,background,,,7.0,True
35,3.7622918,f0,background,,,7.0,True
35,7.2512483,f1,background,,,0.0,False
35,3.2883838,f1,background,,,6.0,True
36,5.129337344,f1,contact_onset,high,,0.0,False
36,5.139744256,f0,contact_onset,high,,0.0,False
36,5.437155584,f1,grasp_stable,medium,,0.0,False
36,5.480701184,f0,grasp_stable,medium,,0.0,False
36,5.657272832,f0,slip,medium,0.18,0.0,False
36,8.453119744,f0,release,high,,0.0,False
36,4.5428385,f0,background,,,7.0,True
36,7.9441799,f0,background,,,3.0,False
36,9.3418639,f1,background,,,5.0,True
36,1.21833,f1,background,,,7.0,True
36,8.46407808,f1,sensor_residual,high,,0.0,False
36,9.609099264,f1,sensor_residual,medium,,5.0,True
37,5.24927232,f0,contact_onset,high,,0.0,False
37,5.31605248,f1,slip,high,0.11,0.0,False
37,5.569915904,f0,grasp_stable,medium,,0.0,False
37,5.613326336,f1,grasp_stable,medium,,0.0,False
37,5.921189632,f0,slip,medium,0.11,0.0,False
37,7.406681344,f0,slip,medium,0.14,3.0,False
37,7.682770944,f0,slip,medium,0.18,3.0,False
37,8.63142784,f0,slip,medium,0.11,2.0,False
37,8.897853184,f0,slip,medium,0.12,4.0,True
37,9.333518848,f0,slip,medium,0.26,4.0,True
37,9.773936384,f0,slip,medium,0.11,4.0,True
37,10.367645184,f1,slip,medium,0.23,3.0,False
37,10.731478784,f0,place,high,0.03,0.0,False
37,10.764938496,f0,release,high,,0.0,False
37,4.2232147,f0,background,,,7.0,True
37,3.5078604,f0,background,,,7.0,True
37,1.2187855,f1,background,,,7.0,True
37,2.8472364,f1,background,,,3.0,False
38,4.210784768,f0,contact_onset,high,,0.0,False
38,4.210784768,f1,slip,high,0.2,0.0,False
38,4.386486016,f0,place,medium,0.3,0.0,False
38,4.507658752,f0,grasp_stable,medium,,0.0,False
38,4.705534976,f0,slip,medium,0.11,0.0,False
38,6.370258176,f0,release,high,,0.0,False
38,6.43664,f1,slip,high,0.12,0.0,False
38,7.743356928,f1,drop,low,,6.0,True
38,5.373046434,f0,background,,,3.0,False
38,7.867346434,f0,background,,,7.0,True
38,1.045372834,f1,background,,,5.0,True
38,7.008444634,f1,background,,,4.0,True
39,4.380029696,f0,contact_onset,high,,0.0,False
39,4.390555904,f1,slip,high,0.13,0.0,False
39,4.687447296,f1,grasp_stable,high,,0.0,False
39,4.797662976,f0,slip,high,0.11,1.0,False
39,5.097891072,f0,grasp_stable,medium,,1.0,False
39,5.271510784,f1,slip,medium,0.26,0.0,False
39,5.633815296,f0,drop,medium,,3.0,False
39,5.711189504,f1,drop,high,,0.0,False
39,5.766331136,f1,slip,high,0.13,1.0,False
39,8.5391801,f0,background,,,7.0,True
39,6.2714097,f0,background,,,7.0,True
39,6.785035,f1,background,,,2.0,False
39,10.2944339,f1,background,,,6.0,True
40,3.308795648,f0,contact_onset,high,,0.0,False
40,3.400806656,f1,contact_onset,high,,0.0,False
40,3.517650432,f0,slip,medium,0.41,0.0,False
40,3.672944384,f0,grasp_stable,medium,,0.0,False
40,3.727478016,f1,grasp_stable,medium,,1.0,False
40,4.089586176,f0,slip,high,0.15,0.0,False
40,4.377152,f0,slip,medium,0.26,2.0,False
40,4.387188224,f0,place,medium,0.3,2.0,False
40,5.80813824,f1,slip,medium,0.34,3.0,False
40,6.202279168,f0,slip,medium,0.18,4.0,True
40,6.202279168,f0,place,medium,0.3,4.0,True
40,6.6102592,f1,slip,medium,0.35,0.0,False
40,6.819091968,f0,release,high,,4.0,True
40,8.689788672,f1,place,medium,0.3,3.0,False
40,8.744778496,f1,drop,low,,3.0,False
40,1.6165896,f0,background,,,7.0,True
40,7.404794,f0,background,,,7.0,True
40,4.3450886,f1,background,,,2.0,False
40,2.7827561,f1,background,,,5.0,True
41,3.40051328,f0,contact_onset,high,,0.0,False
41,3.444179712,f1,contact_onset,high,,0.0,False
41,3.653901312,f1,slip,medium,0.17,0.0,False
41,3.741976576,f0,grasp_stable,medium,,0.0,False
41,3.866685696,f1,grasp_stable,medium,,1.0,False
41,3.973212416,f0,slip,medium,0.14,4.0,True
41,5.942710016,f0,place,medium,0.13,0.0,False
41,6.06824448,f0,release,high,,0.0,False
41,6.65856768,f1,place,medium,0.3,3.0,False
41,7.335036672,f1,drop,low,,6.0,True
41,5.0050827,f0,background,,,4.0,True
41,1.4366193,f0,background,,,7.0,True
41,6.0903542,f1,background,,,0.0,False
41,5.3531022,f1,background,,,2.0,False
41,6.65856768,f1,sensor_residual,medium,,3.0,False
41,7.335036672,f1,sensor_residual,medium,,6.0,True
42,4.312539136,f0,contact_onset,high,,0.0,False
42,4.32353792,f1,contact_onset,high,,0.0,False
42,4.64300672,f0,grasp_stable,medium,,0.0,False
42,4.786247424,f1,slip,medium,0.12,0.0,False
42,5.17135232,f1,grasp_stable,medium,,0.0,False
42,5.391081984,f1,slip,medium,0.3,4.0,True
42,7.332440064,f1,slip,medium,0.11,4.0,True
42,8.099072256,f0,release,high,,0.0,False
42,9.705483008,f1,drop,low,,4.0,True
42,9.573569134,f0,background,,,7.0,True
42,1.769764634,f0,background,,,7.0,True
42,8.876860334,f1,background,,,4.0,True
42,8.732997034,f1,background,,,4.0,True
43,4.257902336,f1,contact_onset,high,,0.0,False
43,4.36878336,f0,slip,high,0.19,0.0,False
43,4.466996992,f1,slip,medium,0.1,0.0,False
43,4.654779392,f1,grasp_stable,medium,,2.0,False
43,5.843663872,f1,slip,medium,0.15,2.0,False
43,8.076400384,f1,slip,medium,0.11,6.0,True
43,8.759333632,f1,place,high,0.1,0.0,False
43,8.80346752,f0,place,high,0.03,3.0,False
43,8.813980416,f0,slip,high,0.13,2.0,False
43,8.836561152,f0,release,high,,1.0,False
43,8.858131456,f1,release,high,,0.0,False
43,10.491091167,f0,background,,,3.0,False
43,3.426647567,f0,background,,,4.0,True
43,0.608952567,f1,background,,,4.0,True
43,1.935137067,f1,background,,,7.0,True
44,3.47676928,f1,contact_onset,high,,0.0,False
44,3.487858432,f0,contact_onset,high,,0.0,False
44,3.85098752,f0,grasp_stable,medium,,0.0,False
44,3.85098752,f1,grasp_stable,medium,,3.0,False
44,8.241805056,f0,place,medium,0.3,3.0,False
44,8.341228288,f1,place,medium,0.3,1.0,False
44,8.506151424,f1,slip,medium,0.11,0.0,False
44,8.627008512,f1,release,high,,0.0,False
44,8.88,f0,release,medium,,1.0,False
44,4.746684134,f0,background,,,6.0,True
44,1.269422934,f0,background,,,7.0,True
44,7.025272834,f1,background,,,5.0,True
44,1.258279934,f1,background,,,7.0,True
45,6.471457792,f1,contact_onset,high,,0.0,False
45,6.5151168,f0,contact_onset,high,,0.0,False
45,6.81285248,f0,grasp_stable,medium,,0.0,False
45,6.856384512,f1,grasp_stable,medium,,0.0,False
45,7.308315648,f1,slip,high,0.16,0.0,False
45,7.318781952,f0,drop,low,,0.0,False
45,7.373604864,f1,place,high,0.3,0.0,False
45,7.565880576,f1,drop,low,,0.0,False
45,8.5121986,f0,background,,,7.0,True
45,7.8300364,f0,background,,,4.0,True
45,3.6590793,f1,background,,,7.0,True
45,3.6698297,f1,background,,,7.0,True
46,3.519950592,f1,contact_onset,high,,0.0,False
46,3.53348352,f0,contact_onset,high,,0.0,False
46,3.894062336,f0,grasp_stable,medium,,0.0,False
46,3.894062336,f1,grasp_stable,medium,,0.0,False
46,8.042789888,f1,place,medium,0.3,2.0,False
46,8.274476032,f1,slip,high,0.14,0.0,False
46,8.53884416,f0,place,medium,0.3,0.0,False
46,8.60502272,f0,place,high,0.1,0.0,False
46,8.682199808,f1,release,high,,0.0,False
46,8.7037504,f0,release,high,,0.0,False
46,11.854038434,f0,background,,,7.0,True
46,2.510631434,f0,background,,,7.0,True
46,6.870659034,f1,background,,,1.0,False
46,7.451751634,f1,background,,,1.0,False
47,3.98049408,f1,contact_onset,medium,,0.0,False
47,4.212311296,f1,slip,medium,0.47,0.0,False
47,4.574685184,f1,drop,low,,0.0,False
47,8.271696128,f1,contact_onset,medium,,1.0,False
47,8.39257344,f0,slip,high,0.13,0.0,False
47,8.535590656,f1,slip,medium,0.11,0.0,False
47,8.82217344,f1,grasp_stable,medium,,0.0,False
47,14.521251584,f0,place,high,0.09,0.0,False
47,14.543780352,f1,place,high,0.07,3.0,False
47,14.55477888,f1,slip,high,0.11,4.0,True
47,14.609819648,f0,release,high,,0.0,False
47,14.609819648,f1,release,high,,2.0,False
47,13.6764455,f0,background,,,5.0,True
47,9.0768371,f0,background,,,5.0,True
47,16.2618842,f1,background,,,7.0,True
47,2.6410439,f1,background,,,7.0,True
48,7.053706752,f1,contact_onset,high,,0.0,False
48,7.087122432,f0,contact_onset,high,,0.0,False
48,7.262388992,f1,slip,high,0.24,0.0,False
48,7.505216768,f0,grasp_stable,medium,,0.0,False
48,7.537905664,f1,grasp_stable,medium,,2.0,False
48,8.451555072,f1,slip,medium,0.11,2.0,False
48,8.61711744,f1,slip,medium,0.15,2.0,False
48,9.65149312,f1,slip,high,0.16,0.0,False
48,10.102395904,f1,slip,medium,0.11,1.0,False
48,12.138476032,f1,slip,high,0.15,0.0,False
48,12.183033856,f1,drop,low,,0.0,False
48,12.204642304,f0,drop,high,,0.0,False
48,13.032140267,f0,background,,,7.0,True
48,11.624367867,f0,background,,,3.0,False
48,4.976392467,f1,background,,,7.0,True
48,2.875379467,f1,background,,,7.0,True
49,4.369275136,f1,contact_onset,medium,,0.0,False
49,4.379290112,f0,contact_onset,medium,,0.0,False
49,4.577942528,f1,slip,medium,0.14,0.0,False
49,4.610843392,f0,slip,medium,0.13,0.0,False
49,4.610843392,f1,drop,low,,0.0,False
49,4.632326656,f0,drop,low,,0.0,False
49,7.537477632,f1,contact_onset,high,,0.0,False
49,7.548577024,f0,contact_onset,high,,0.0,False
49,7.867362048,f1,grasp_stable,medium,,0.0,False
49,8.032566528,f0,grasp_stable,medium,,0.0,False
49,9.07840128,f0,slip,high,0.2,0.0,False
49,9.924902912,f0,slip,medium,0.22,2.0,False
49,12.687259904,f1,slip,medium,0.18,3.0,False
49,13.33603584,f0,slip,high,0.14,0.0,False
49,13.358036224,f1,slip,high,0.16,0.0,False
49,13.369554688,f0,release,high,,0.0,False
49,13.40223104,f1,place,high,0.3,0.0,False
49,13.413143296,f1,release,high,,0.0,False
49,6.2868277,f0,background,,,7.0,True
49,1.7355264,f0,background,,,7.0,True
49,2.2709626,f1,background,,,7.0,True
49,12.1301572,f1,background,,,4.0,True
51,4.03401472,f1,contact_onset,medium,,2.0,False
51,4.243835904,f1,slip,medium,0.08,3.0,False
51,4.617449472,f0,contact_onset,high,,0.0,False
51,4.617449472,f1,slip,high,0.17,0.0,False
51,4.970387968,f0,grasp_stable,medium,,0.0,False
51,4.970387968,f1,grasp_stable,medium,,0.0,False
51,5.751109632,f1,slip,high,0.11,0.0,False
51,5.98157952,f1,slip,medium,0.11,0.0,False
51,6.575976192,f0,place,medium,0.3,4.0,True
51,6.575976192,f1,place,medium,0.3,0.0,False
51,6.719461632,f1,slip,high,0.47,0.0,False
51,7.568642304,f0,place,high,0.3,0.0,False
51,7.568642304,f1,place,high,0.3,0.0,False
51,7.621266688,f0,release,high,,0.0,False
51,7.70943872,f1,release,high,,0.0,False
51,2.869274067,f0,background,,,6.0,True
51,8.711337067,f0,background,,,7.0,True
51,3.056209467,f1,background,,,7.0,True
51,1.658335467,f1,background,,,7.0,True
52,4.21489408,f1,contact_onset,high,,0.0,False
52,4.225854208,f0,contact_onset,high,,0.0,False
52,4.523678208,f1,grasp_stable,medium,,1.0,False
52,4.577719808,f0,grasp_stable,medium,,0.0,False
52,9.376368384,f0,place,medium,0.3,0.0,False
52,9.376368384,f1,place,medium,0.3,1.0,False
52,9.442448896,f0,place,high,0.09,0.0,False
52,9.508425472,f1,slip,high,0.14,0.0,False
52,9.53256576,f0,release,high,,0.0,False
52,9.541050624,f1,release,high,,0.0,False
52,10.713403234,f0,background,,,7.0,True
52,10.548177334,f0,background,,,7.0,True
52,8.181683434,f1,background,,,7.0,True
52,6.046075134,f1,background,,,7.0,True
53,6.548781056,f1,contact_onset,high,,0.0,False
53,6.570633216,f0,contact_onset,high,,0.0,False
53,6.901978624,f0,grasp_stable,medium,,2.0,False
53,6.93549184,f1,grasp_stable,medium,,1.0,False
53,7.18656256,f1,slip,medium,0.15,0.0,False
53,9.805913856,f0,place,medium,0.3,5.0,True
53,10.048084992,f1,slip,high,0.29,0.0,False
53,10.125957632,f1,place,high,0.84,0.0,False
53,10.74197632,f1,slip,high,0.33,1.0,False
53,10.808099584,f0,place,high,0.3,0.0,False
53,10.808099584,f1,place,high,0.3,0.0,False
53,10.8518016,f0,release,high,,0.0,False
53,10.962093056,f1,release,medium,,0.0,False
53,1.575350634,f0,background,,,7.0,True
53,4.030163934,f0,background,,,7.0,True
53,8.905251734,f1,background,,,5.0,True
53,12.009231034,f1,background,,,7.0,True
54,4.171058688,f1,contact_onset,high,,0.0,False
54,4.181060864,f0,contact_onset,high,,0.0,False
54,4.52223744,f1,grasp_stable,medium,,0.0,False
54,4.566267392,f0,grasp_stable,medium,,3.0,False
54,8.20874368,f1,place,high,0.08,0.0,False
54,8.242117632,f0,place,high,0.3,0.0,False
54,8.242117632,f1,place,high,0.3,0.0,False
54,8.252122624,f0,slip,high,0.15,0.0,False
54,8.285650688,f1,release,high,,0.0,False
54,8.298159616,f0,release,high,,1.0,False
54,0.874882067,f0,background,,,7.0,True
54,7.015362567,f0,background,,,5.0,True
54,0.501814367,f1,background,,,7.0,True
54,2.305816067,f1,background,,,1.0,False
55,4.666461696,f0,contact_onset,high,,0.0,False
55,4.666461696,f1,contact_onset,high,,0.0,False
55,5.0173952,f1,grasp_stable,medium,,0.0,False
55,5.028902144,f0,grasp_stable,medium,,0.0,False
55,6.437438464,f1,slip,high,0.24,1.0,False
55,7.34039552,f1,slip,high,0.42,0.0,False
55,7.34039552,f1,place,high,0.31,0.0,False
55,7.362918912,f0,place,high,0.12,0.0,False
55,7.483031552,f0,release,high,,0.0,False
55,7.60427136,f1,place,medium,0.3,0.0,False
55,7.648356096,f1,release,medium,,0.0,False
55,5.608478667,f0,background,,,6.0,True
55,6.236154567,f0,background,,,4.0,True
55,9.547635067,f1,background,,,7.0,True
55,8.425036467,f1,background,,,7.0,True
56,5.127826688,f1,contact_onset,medium,,0.0,False
56,5.36980352,f1,slip,medium,0.44,0.0,False
56,5.468267776,f1,grasp_stable,medium,,0.0,False
56,6.282680576,f1,slip,medium,0.26,0.0,False
56,6.811403776,f1,release,medium,,0.0,False
56,9.035607296,f1,contact_onset,medium,,0.0,False
56,9.408055296,f1,grasp_stable,medium,,0.0,False
56,9.749730816,f0,contact_onset,high,,0.0,False
56,10.069137408,f0,slip,medium,0.11,0.0,False
56,10.343533312,f0,grasp_stable,medium,,2.0,False
56,11.336306176,f1,slip,high,0.11,0.0,False
56,11.818123008,f1,slip,medium,0.11,2.0,False
56,13.00668544,f0,place,high,0.3,0.0,False
56,13.00668544,f1,place,high,0.3,0.0,False
56,13.017668608,f1,place,high,0.1,0.0,False
56,13.028674048,f1,slip,high,0.2,0.0,False
56,13.039703296,f0,place,high,0.13,0.0,False
56,13.116887296,f1,release,high,,0.0,False
56,13.171672064,f0,release,high,,0.0,False
56,6.7578081,f0,background,,,2.0,False
56,6.0358443,f0,background,,,0.0,False
56,4.293034,f1,background,,,7.0,True
56,0.6165793,f1,background,,,7.0,True
57,4.895677184,f1,contact_onset,high,,0.0,False
57,4.90739072,f0,contact_onset,high,,0.0,False
57,5.270117888,f0,grasp_stable,medium,,0.0,False
57,5.292125184,f1,grasp_stable,medium,,0.0,False
57,8.703399936,f1,place,medium,0.3,1.0,False
57,9.396710656,f0,place,high,0.11,2.0,False
57,9.430104832,f1,slip,high,0.14,0.0,False
57,9.441672704,f0,place,high,0.3,0.0,False
57,9.441672704,f1,place,high,0.3,0.0,False
57,9.463631104,f1,release,high,,0.0,False
57,9.50796032,f0,release,high,,0.0,False
57,7.0861103,f0,background,,,5.0,True
57,0.8026861,f0,background,,,4.0,True
57,0.6270218,f1,background,,,7.0,True
57,0.4621385,f1,background,,,7.0,True
58,4.00158464,f0,contact_onset,high,,0.0,False
58,4.00158464,f1,contact_onset,high,,0.0,False
58,4.334775552,f1,grasp_stable,medium,,1.0,False
58,4.342773504,f0,grasp_stable,medium,,2.0,False
58,6.807693312,f0,place,medium,0.3,0.0,False
58,6.807693312,f1,place,medium,0.3,2.0,False
58,6.907012096,f0,place,high,0.1,0.0,False
58,6.97307392,f1,release,high,,0.0,False
58,7.006902528,f0,release,high,,0.0,False
58,5.489460467,f0,background,,,5.0,True
58,1.770322967,f0,background,,,2.0,False
58,7.997322367,f1,background,,,7.0,True
58,7.788185467,f1,background,,,7.0,True
59,6.007778304,f0,contact_onset,high,,0.0,False
59,6.007778304,f1,contact_onset,high,,0.0,False
59,6.3270784,f1,grasp_stable,medium,,1.0,False
59,6.360396544,f0,grasp_stable,medium,,2.0,False
59,9.5734272,f1,slip,medium,0.29,0.0,False
59,9.672551168,f0,place,high,0.3,0.0,False
59,9.672551168,f1,place,high,0.3,0.0,False
59,9.705779712,f0,place,high,0.07,0.0,False
59,9.705779712,f1,place,high,0.04,0.0,False
59,9.749940992,f1,release,high,,0.0,False
59,9.772505856,f0,release,high,,0.0,False
59,12.196296434,f0,background,,,7.0,True
59,12.361654234,f0,background,,,7.0,True
59,7.981188334,f1,background,,,7.0,True
59,10.820092634,f1,background,,,7.0,True
